    (-0.93816,0)    (-0.945648,0)    (-0.950342,0)    (-0.952119,0)    (-0.950885,0)     (-0.94648,0)     (-0.93885,0)    (-0.927887,0)    (-0.913536,0)    (-0.895748,0)    (-0.874471,0)    (-0.849739,0)    (-0.821518,0)    (-0.789859,0)    (-0.754827,0)     (-0.71652,0)    (-0.675048,0)    (-0.630507,0)    (-0.583094,0)    (-0.532993,0)    (-0.480421,0)    (-0.425593,0)    (-0.368782,0)     (-0.31026,0)    (-0.250357,0)    (-0.189369,0)    (-0.127646,0)   (-0.0655437,0)  (-0.00340428,0)    (0.0583853,0)     (0.119439,0)     (0.179354,0)
    (0.237759,0)     (0.294274,0)     (0.348515,0)     (0.400134,0)     (0.448746,0)     (0.494021,0)     (0.535622,0)      (0.57325,0)     (0.606616,0)     (0.635466,0)     (0.659574,0)     (0.678756,0)     (0.692837,0)     (0.701721,0)     (0.705292,0)     (0.703526,0)     (0.696395,0)     (0.683934,0)     (0.666225,0)      (0.64338,0)     (0.615537,0)     (0.582886,0)      (0.54568,0)     (0.504169,0)     (0.458662,0)     (0.409493,0)     (0.357032,0)     (0.301669,0)     (0.243829,0)     (0.183967,0)     (0.122522,0)    (0.0599756,0)
 (-0.00315865,0)   (-0.0664172,0)    (-0.129305,0)     (-0.19131,0)    (-0.251936,0)    (-0.310712,0)    (-0.367136,0)    (-0.420783,0)    (-0.471207,0)    (-0.517995,0)    (-0.560774,0)    (-0.599187,0)    (-0.632909,0)    (-0.661638,0)    (-0.685167,0)     (-0.70329,0)    (-0.715832,0)    (-0.722675,0)    (-0.723759,0)    (-0.719073,0)    (-0.708617,0)    (-0.692461,0)    (-0.670726,0)    (-0.643578,0)    (-0.611186,0)    (-0.573821,0)    (-0.531767,0)    (-0.485314,0)    (-0.434818,0)    (-0.380676,0)    (-0.323314,0)    (-0.263138,0)
   (-0.200611,0)    (-0.136216,0)   (-0.0704066,0)  (-0.00367879,0)     (0.063479,0)     (0.130585,0)     (0.197125,0)     (0.262646,0)     (0.326682,0)     (0.388796,0)     (0.448566,0)     (0.505585,0)     (0.559503,0)     (0.609989,0)     (0.656736,0)     (0.699513,0)     (0.738062,0)     (0.772236,0)      (0.80189,0)     (0.826967,0)     (0.847378,0)     (0.863155,0)     (0.874329,0)     (0.880992,0)     (0.883258,0)     (0.881339,0)     (0.875431,0)     (0.865778,0)     (0.852669,0)     (0.836411,0)     (0.817367,0)     (0.795871,0)
     (0.77233,0)     (0.747111,0)     (0.720652,0)     (0.693352,0)     (0.665639,0)     (0.637918,0)     (0.610613,0)     (0.584116,0)     (0.558807,0)      (0.53503,0)      (0.51313,0)     (0.493443,0)     (0.476215,0)     (0.461706,0)     (0.450112,0)     (0.441603,0)     (0.436298,0)     (0.434281,0)      (0.43559,0)     (0.440201,0)      (0.44808,0)     (0.459128,0)     (0.473185,0)     (0.490068,0)     (0.509539,0)     (0.531362,0)     (0.555192,0)     (0.580713,0)      (0.60758,0)     (0.635356,0)     (0.663659,0)     (0.692052,0)
    (0.720088,0)     (0.747304,0)     (0.773267,0)      (0.79752,0)     (0.819615,0)     (0.839125,0)     (0.855632,0)     (0.868753,0)     (0.878121,0)       (0.8834,0)     (0.884307,0)     (0.880578,0)     (0.871994,0)     (0.858411,0)     (0.839701,0)     (0.815806,0)     (0.786688,0)     (0.752436,0)     (0.713095,0)     (0.668847,0)     (0.619885,0)     (0.566472,0)     (0.508912,0)     (0.447561,0)     (0.382824,0)     (0.315144,0)     (0.244992,0)     (0.172899,0)    (0.0993987,0)    (0.0250942,0)    (-0.049462,0)    (-0.123645,0)
   (-0.196841,0)    (-0.268461,0)    (-0.337897,0)    (-0.404543,0)    (-0.467813,0)    (-0.527151,0)    (-0.582018,0)    (-0.631944,0)    (-0.676455,0)    (-0.715135,0)    (-0.747619,0)    (-0.773618,0)     (-0.79286,0)    (-0.805154,0)     (-0.81036,0)    (-0.808413,0)    (-0.799325,0)    (-0.783108,0)    (-0.759915,0)     (-0.72994,0)    (-0.693436,0)    (-0.650716,0)    (-0.602118,0)    (-0.548115,0)    (-0.489181,0)    (-0.425835,0)    (-0.358644,0)    (-0.288213,0)    (-0.215195,0)    (-0.140255,0)   (-0.0640626,0)    (0.0126852,0)
   (0.0892573,0)     (0.164975,0)     (0.239129,0)     (0.311039,0)      (0.38005,0)     (0.445516,0)     (0.506843,0)     (0.563467,0)     (0.614864,0)     (0.660556,0)     (0.700125,0)     (0.733209,0)     (0.759503,0)     (0.778789,0)     (0.790891,0)     (0.795709,0)     (0.793199,0)     (0.783403,0)     (0.766428,0)     (0.742428,0)     (0.711666,0)     (0.674437,0)     (0.631085,0)     (0.582036,0)     (0.527754,0)     (0.468741,0)     (0.405562,0)     (0.338831,0)     (0.269151,0)      (0.19719,0)     (0.123615,0)    (0.0491171,0)
  (-0.0256271,0)   (-0.0999266,0)    (-0.173115,0)    (-0.244512,0)    (-0.313481,0)    (-0.379408,0)    (-0.441681,0)    (-0.499752,0)    (-0.553109,0)    (-0.601317,0)    (-0.643925,0)      (-0.6806,0)    (-0.711017,0)    (-0.734951,0)    (-0.752211,0)    (-0.762686,0)    (-0.766293,0)    (-0.763058,0)    (-0.753033,0)    (-0.736372,0)    (-0.713246,0)    (-0.683881,0)    (-0.648597,0)    (-0.607734,0)    (-0.561701,0)    (-0.510893,0)    (-0.455824,0)    (-0.396998,0)     (-0.33495,0)    (-0.270229,0)    (-0.203421,0)    (-0.135109,0)
  (-0.0659159,0)    (0.0035839,0)    (0.0728261,0)     (0.141152,0)     (0.208019,0)     (0.272906,0)     (0.335233,0)     (0.394517,0)     (0.450307,0)     (0.502134,0)     (0.549644,0)      (0.59245,0)     (0.630253,0)     (0.662769,0)     (0.689781,0)      (0.71113,0)     (0.726693,0)     (0.736383,0)     (0.740165,0)     (0.738071,0)     (0.730152,0)     (0.716529,0)     (0.697336,0)     (0.672773,0)     (0.643047,0)     (0.608447,0)     (0.569259,0)     (0.525797,0)     (0.478398,0)     (0.427438,0)     (0.373294,0)     (0.316378,0)
    (0.257092,0)     (0.195869,0)     (0.133092,0)    (0.0692062,0)    (0.0046072,0)   (-0.0602652,0)     (-0.12504,0)    (-0.189313,0)    (-0.252717,0)    (-0.314899,0)    (-0.375505,0)    (-0.434217,0)    (-0.490754,0)    (-0.544838,0)    (-0.596254,0)    (-0.644758,0)    (-0.690163,0)    (-0.732296,0)    (-0.771055,0)     (-0.80629,0)    (-0.837923,0)    (-0.865906,0)    (-0.890207,0)     (-0.91083,0)    (-0.927764,0)     (-0.94106,0)    (-0.950764,0)    (-0.956955,0)    (-0.959745,0)    (-0.959232,0)    (-0.955543,0)    (-0.948825,0)
   (-0.939193,0)    (-0.926815,0)    (-0.911875,0)     (-0.89453,0)    (-0.874953,0)    (-0.853313,0)    (-0.829775,0)    (-0.804566,0)    (-0.777818,0)    (-0.749675,0)    (-0.720332,0)    (-0.689957,0)    (-0.658691,0)    (-0.626666,0)     (-0.59404,0)    (-0.560929,0)    (-0.527437,0)    (-0.493672,0)    (-0.459761,0)    (-0.425752,0)     (-0.39173,0)    (-0.357747,0)    (-0.323865,0)    (-0.290119,0)    (-0.256555,0)      (-0.2232,0)    (-0.190044,0)    (-0.157082,0)    (-0.124336,0)   (-0.0917841,0)   (-0.0594044,0)   (-0.0272006,0)
  (0.00487623,0)    (0.0368589,0)    (0.0687659,0)     (0.100635,0)     (0.132524,0)     (0.164427,0)     (0.196386,0)     (0.228406,0)     (0.260499,0)     (0.292717,0)      (0.32502,0)      (0.35744,0)     (0.389946,0)     (0.422515,0)     (0.455119,0)     (0.487719,0)     (0.520251,0)     (0.552623,0)     (0.584766,0)     (0.616583,0)     (0.647992,0)      (0.67882,0)     (0.708977,0)     (0.738305,0)     (0.766645,0)     (0.793822,0)     (0.819686,0)      (0.84404,0)     (0.866702,0)     (0.887481,0)     (0.906195,0)     (0.922637,0)
    (0.936609,0)     (0.947912,0)     (0.956358,0)     (0.961788,0)     (0.964018,0)     (0.962901,0)     (0.958326,0)     (0.950142,0)     (0.938251,0)      (0.92256,0)     (0.903002,0)     (0.879551,0)     (0.852192,0)     (0.820951,0)     (0.785867,0)      (0.74702,0)     (0.704549,0)     (0.658555,0)     (0.609212,0)     (0.556727,0)      (0.50134,0)      (0.44333,0)     (0.382965,0)     (0.320574,0)     (0.256502,0)     (0.191113,0)     (0.124797,0)    (0.0579547,0)  (-0.00896184,0)   (-0.0755435,0)    (-0.141333,0)     (-0.20586,0)
    (-0.26869,0)    (-0.329391,0)    (-0.387475,0)    (-0.442555,0)    (-0.494199,0)    (-0.541988,0)    (-0.585578,0)    (-0.624591,0)    (-0.658709,0)    (-0.687657,0)    (-0.711156,0)    (-0.729031,0)    (-0.741099,0)    (-0.747243,0)    (-0.747387,0)    (-0.741502,0)    (-0.729595,0)    (-0.711764,0)    (-0.688107,0)    (-0.658808,0)    (-0.624091,0)    (-0.584202,0)    (-0.539493,0)    (-0.490267,0)    (-0.436963,0)    (-0.379987,0)    (-0.319827,0)    (-0.256978,0)    (-0.191967,0)    (-0.125325,0)   (-0.0576163,0)    (0.0105774,0)
   (0.0786552,0)     (0.146082,0)     (0.212243,0)     (0.276572,0)     (0.338524,0)     (0.397557,0)     (0.453164,0)     (0.504864,0)     (0.552211,0)     (0.594811,0)     (0.632267,0)     (0.664275,0)     (0.690553,0)     (0.710879,0)     (0.725073,0)     (0.733043,0)       (0.7347,0)      (0.73005,0)     (0.719137,0)     (0.702099,0)     (0.679069,0)     (0.650266,0)     (0.615944,0)     (0.576403,0)     (0.532038,0)     (0.483215,0)      (0.43037,0)      (0.37399,0)     (0.314504,0)       (0.2525,0)     (0.188482,0)     (0.123026,0)
   (0.0566819,0)  (-0.00998412,0)   (-0.0764184,0)     (-0.14206,0)    (-0.206371,0)    (-0.268819,0)    (-0.328893,0)    (-0.386109,0)    (-0.440031,0)    (-0.490218,0)    (-0.536276,0)     (-0.57788,0)    (-0.614731,0)     (-0.64653,0)    (-0.673088,0)    (-0.694223,0)    (-0.709829,0)    (-0.719806,0)    (-0.724118,0)    (-0.722796,0)    (-0.715875,0)    (-0.703471,0)    (-0.685698,0)    (-0.662749,0)    (-0.634841,0)    (-0.602225,0)    (-0.565173,0)    (-0.523969,0)     (-0.47895,0)    (-0.430448,0)    (-0.378845,0)    (-0.324517,0)
   (-0.267826,0)    (-0.209179,0)     (-0.14894,0)   (-0.0875076,0)   (-0.0252587,0)    (0.0374072,0)     (0.100139,0)     (0.162581,0)      (0.22439,0)      (0.28527,0)       (0.3449,0)     (0.402974,0)     (0.459262,0)     (0.513506,0)     (0.565497,0)      (0.61503,0)     (0.661953,0)     (0.706084,0)     (0.747309,0)     (0.785521,0)     (0.820621,0)      (0.85254,0)     (0.881239,0)     (0.906711,0)     (0.928891,0)     (0.947798,0)     (0.963423,0)     (0.975805,0)     (0.984968,0)      (0.99095,0)     (0.993806,0)     (0.993595,0)
     (0.99034,0)     (0.984138,0)     (0.975044,0)     (0.963133,0)     (0.948481,0)      (0.93117,0)     (0.911265,0)     (0.888829,0)     (0.863978,0)      (0.83677,0)     (0.807282,0)     (0.775639,0)     (0.741887,0)     (0.706156,0)     (0.668524,0)     (0.629114,0)      (0.58803,0)     (0.545387,0)      (0.50131,0)     (0.455928,0)     (0.409385,0)      (0.36182,0)     (0.313394,0)     (0.264224,0)     (0.214541,0)     (0.164495,0)     (0.114297,0)     (0.064111,0)    (0.0141496,0)   (-0.0353714,0)   (-0.0842604,0)    (-0.132285,0)
   (-0.179206,0)    (-0.224851,0)    (-0.268985,0)     (-0.31138,0)    (-0.351846,0)    (-0.390147,0)    (-0.426082,0)    (-0.459436,0)    (-0.490063,0)    (-0.517756,0)    (-0.542345,0)    (-0.563702,0)    (-0.581667,0)    (-0.596131,0)    (-0.607002,0)    (-0.614206,0)    (-0.617717,0)    (-0.617412,0)    (-0.613341,0)    (-0.605475,0)    (-0.593859,0)    (-0.578531,0)    (-0.559556,0)    (-0.537045,0)    (-0.511083,0)    (-0.481816,0)    (-0.449418,0)    (-0.414028,0)    (-0.375843,0)    (-0.335053,0)    (-0.291893,0)    (-0.246562,0)
   (-0.199327,0)    (-0.150423,0)    (-0.100079,0)   (-0.0485357,0)   (0.00391831,0)      (0.05703,0)     (0.110543,0)      (0.16419,0)     (0.217732,0)     (0.270913,0)     (0.323516,0)     (0.375279,0)     (0.425986,0)     (0.475438,0)     (0.523438,0)     (0.569802,0)     (0.614302,0)     (0.656843,0)     (0.697221,0)     (0.735325,0)     (0.771015,0)      (0.80418,0)     (0.834739,0)     (0.862603,0)     (0.887657,0)     (0.909852,0)     (0.929162,0)     (0.945523,0)     (0.958897,0)     (0.969284,0)     (0.976665,0)        (0.981,0)
    (0.982303,0)     (0.980592,0)     (0.975868,0)     (0.968166,0)     (0.957505,0)     (0.943911,0)      (0.92745,0)     (0.908142,0)     (0.886055,0)     (0.861238,0)     (0.833732,0)     (0.803633,0)     (0.771015,0)     (0.735987,0)     (0.698623,0)     (0.659031,0)     (0.617319,0)     (0.573631,0)     (0.528096,0)      (0.48084,0)     (0.432037,0)     (0.381864,0)      (0.33049,0)     (0.278082,0)     (0.224886,0)     (0.171102,0)     (0.116933,0)    (0.0626166,0)   (0.00841642,0)   (-0.0454202,0)   (-0.0986494,0)    (-0.150987,0)
   (-0.202175,0)    (-0.251961,0)    (-0.300051,0)    (-0.346178,0)    (-0.390097,0)    (-0.431514,0)     (-0.47019,0)    (-0.505846,0)    (-0.538292,0)    (-0.567296,0)    (-0.592633,0)     (-0.61414,0)    (-0.631628,0)    (-0.644961,0)    (-0.654025,0)    (-0.658732,0)    (-0.659015,0)    (-0.654797,0)     (-0.64611,0)    (-0.632974,0)    (-0.615449,0)    (-0.593592,0)    (-0.567515,0)    (-0.537391,0)    (-0.503377,0)    (-0.465683,0)    (-0.424547,0)     (-0.38022,0)    (-0.332992,0)    (-0.283139,0)    (-0.231014,0)    (-0.176967,0)
   (-0.121333,0)   (-0.0645009,0)  (-0.00680544,0)    (0.0513558,0)      (0.10958,0)     (0.167511,0)     (0.224777,0)     (0.281001,0)      (0.33582,0)     (0.388904,0)     (0.439957,0)     (0.488624,0)      (0.53468,0)     (0.577873,0)     (0.617963,0)     (0.654775,0)     (0.688138,0)     (0.717951,0)     (0.744101,0)     (0.766562,0)     (0.785267,0)     (0.800275,0)     (0.811614,0)     (0.819376,0)     (0.823676,0)     (0.824643,0)     (0.822457,0)     (0.817329,0)     (0.809495,0)     (0.799184,0)     (0.786653,0)      (0.77219,0)
    (0.756074,0)     (0.738622,0)     (0.720117,0)     (0.700895,0)     (0.681243,0)     (0.661492,0)     (0.641905,0)     (0.622775,0)     (0.604355,0)     (0.586896,0)     (0.570648,0)      (0.55581,0)     (0.542552,0)     (0.531064,0)     (0.521453,0)     (0.513825,0)     (0.508265,0)     (0.504798,0)     (0.503464,0)     (0.504217,0)     (0.507015,0)     (0.511801,0)     (0.518468,0)     (0.526867,0)     (0.536856,0)     (0.548275,0)     (0.560904,0)     (0.574549,0)     (0.588994,0)     (0.603976,0)     (0.619244,0)     (0.634561,0)
    (0.649647,0)     (0.664247,0)     (0.678088,0)     (0.690912,0)     (0.702468,0)     (0.712547,0)     (0.720902,0)     (0.727316,0)     (0.731608,0)     (0.733557,0)      (0.73306,0)     (0.729919,0)     (0.724086,0)     (0.715432,0)     (0.703896,0)      (0.68941,0)     (0.671998,0)     (0.651652,0)     (0.628405,0)     (0.602299,0)      (0.57341,0)     (0.541875,0)     (0.507759,0)     (0.471225,0)     (0.432426,0)     (0.391559,0)     (0.348763,0)     (0.304259,0)     (0.258252,0)     (0.210951,0)     (0.162584,0)       (0.1134,0)
   (0.0635882,0)    (0.0133853,0)   (-0.0369535,0)   (-0.0872333,0)    (-0.137214,0)    (-0.186669,0)    (-0.235443,0)    (-0.283302,0)    (-0.330053,0)    (-0.375539,0)     (-0.41959,0)    (-0.462048,0)    (-0.502765,0)     (-0.54164,0)    (-0.578549,0)    (-0.613377,0)    (-0.646065,0)    (-0.676518,0)    (-0.704701,0)     (-0.73056,0)    (-0.754059,0)    (-0.775175,0)    (-0.793908,0)    (-0.810266,0)    (-0.824226,0)    (-0.835819,0)    (-0.845074,0)    (-0.852043,0)    (-0.856754,0)    (-0.859254,0)    (-0.859595,0)    (-0.857837,0)
   (-0.854033,0)    (-0.848247,0)    (-0.840546,0)    (-0.831003,0)    (-0.819671,0)    (-0.806622,0)    (-0.791932,0)    (-0.775657,0)    (-0.757868,0)    (-0.738625,0)    (-0.718013,0)    (-0.696068,0)    (-0.672882,0)    (-0.648489,0)    (-0.622948,0)    (-0.596329,0)    (-0.568704,0)    (-0.540097,0)     (-0.51057,0)    (-0.480173,0)    (-0.448938,0)     (-0.41694,0)    (-0.384239,0)    (-0.350848,0)    (-0.316815,0)     (-0.28221,0)    (-0.247058,0)    (-0.211405,0)    (-0.175292,0)    (-0.138769,0)    (-0.101878,0)   (-0.0646827,0)
  (-0.0271995,0)    (0.0105005,0)    (0.0483937,0)    (0.0864319,0)     (0.124531,0)     (0.162651,0)     (0.200746,0)     (0.238736,0)     (0.276582,0)      (0.31423,0)     (0.351591,0)     (0.388581,0)     (0.425143,0)     (0.461202,0)     (0.496688,0)     (0.531497,0)     (0.565538,0)     (0.598724,0)      (0.63096,0)     (0.662149,0)     (0.692179,0)     (0.720948,0)     (0.748344,0)     (0.774295,0)     (0.798628,0)     (0.821251,0)      (0.84205,0)     (0.860895,0)     (0.877699,0)     (0.892331,0)     (0.904688,0)     (0.914647,0)
    (0.922099,0)     (0.926962,0)     (0.929135,0)     (0.928538,0)      (0.92511,0)     (0.918762,0)     (0.909424,0)     (0.897087,0)     (0.881698,0)     (0.863242,0)     (0.841684,0)     (0.817094,0)     (0.789472,0)     (0.758884,0)     (0.725387,0)     (0.689056,0)     (0.650004,0)     (0.608354,0)     (0.564265,0)     (0.517877,0)     (0.469391,0)      (0.41898,0)     (0.366882,0)     (0.313319,0)     (0.258562,0)     (0.202866,0)     (0.146508,0)    (0.0897712,0)    (0.0329581,0)   (-0.0236236,0)   (-0.0796544,0)    (-0.134815,0)
   (-0.188797,0)    (-0.241279,0)    (-0.291965,0)    (-0.340526,0)    (-0.386691,0)    (-0.430157,0)    (-0.470633,0)     (-0.50786,0)    (-0.541606,0)    (-0.571654,0)    (-0.597801,0)    (-0.619879,0)    (-0.637713,0)    (-0.651178,0)    (-0.660208,0)     (-0.66472,0)    (-0.664675,0)    (-0.660076,0)    (-0.650935,0)    (-0.637311,0)    (-0.619295,0)    (-0.596996,0)    (-0.570576,0)    (-0.540207,0)    (-0.506075,0)    (-0.468422,0)    (-0.427484,0)    (-0.383538,0)    (-0.336867,0)    (-0.287799,0)    (-0.236643,0)    (-0.183725,0)
   (-0.129404,0)   (-0.0740081,0)   (-0.0178742,0)     (0.038626,0)    (0.0951575,0)     (0.151362,0)     (0.206917,0)     (0.261489,0)     (0.314796,0)     (0.366523,0)     (0.416428,0)     (0.464218,0)       (0.5097,0)     (0.552641,0)     (0.592864,0)     (0.630225,0)     (0.664578,0)     (0.695815,0)      (0.72388,0)     (0.748723,0)     (0.770318,0)     (0.788685,0)     (0.803843,0)     (0.815864,0)     (0.824813,0)     (0.830799,0)     (0.833935,0)     (0.834376,0)     (0.832267,0)     (0.827799,0)     (0.821148,0)     (0.812496,0)
    (0.802058,0)     (0.790043,0)     (0.776655,0)     (0.762128,0)     (0.746656,0)     (0.730451,0)      (0.71372,0)      (0.69665,0)     (0.679416,0)     (0.662243,0)     (0.645263,0)     (0.628647,0)     (0.612527,0)     (0.597042,0)     (0.582315,0)     (0.568428,0)     (0.555478,0)     (0.543526,0)     (0.532633,0)     (0.522841,0)     (0.514183,0)     (0.506654,0)     (0.500294,0)     (0.495061,0)     (0.490955,0)     (0.487937,0)     (0.485997,0)     (0.485073,0)     (0.485118,0)     (0.486095,0)      (0.48794,0)     (0.490588,0)
    (0.493988,0)     (0.498087,0)     (0.502818,0)     (0.508144,0)     (0.513987,0)     (0.520306,0)     (0.527061,0)     (0.534185,0)     (0.541641,0)       (0.5494,0)     (0.557428,0)     (0.565674,0)     (0.574116,0)     (0.582737,0)     (0.591508,0)     (0.600378,0)     (0.609354,0)     (0.618394,0)     (0.627486,0)     (0.636573,0)     (0.645641,0)     (0.654663,0)     (0.663581,0)     (0.672392,0)     (0.681012,0)     (0.689404,0)     (0.697512,0)     (0.705256,0)     (0.712603,0)     (0.719432,0)     (0.725693,0)     (0.731285,0)
    (0.736112,0)     (0.740072,0)     (0.743077,0)     (0.745017,0)     (0.745801,0)     (0.745315,0)     (0.743435,0)     (0.740063,0)     (0.735103,0)     (0.728433,0)     (0.719954,0)     (0.709594,0)     (0.697266,0)     (0.682882,0)       (0.6664,0)     (0.647746,0)     (0.626909,0)      (0.60385,0)     (0.578553,0)      (0.55104,0)     (0.521331,0)     (0.489467,0)     (0.455474,0)     (0.419448,0)     (0.381484,0)     (0.341694,0)     (0.300207,0)     (0.257147,0)     (0.212687,0)     (0.166988,0)     (0.120245,0)    (0.0726684,0)
   (0.0244438,0)   (-0.0242002,0)   (-0.0730491,0)    (-0.121904,0)     (-0.17049,0)    (-0.218593,0)    (-0.265979,0)    (-0.312399,0)    (-0.357636,0)    (-0.401485,0)    (-0.443752,0)    (-0.484208,0)    (-0.522672,0)    (-0.558986,0)    (-0.593004,0)    (-0.624571,0)    (-0.653584,0)    (-0.679943,0)    (-0.703572,0)    (-0.724421,0)    (-0.742445,0)    (-0.757634,0)    (-0.770016,0)    (-0.779627,0)    (-0.786501,0)    (-0.790726,0)    (-0.792406,0)    (-0.791672,0)    (-0.788633,0)    (-0.783474,0)    (-0.776321,0)    (-0.767364,0)
   (-0.756796,0)    (-0.744845,0)     (-0.73166,0)    (-0.717491,0)     (-0.70254,0)    (-0.687025,0)    (-0.671169,0)    (-0.655171,0)    (-0.639219,0)    (-0.623522,0)    (-0.608245,0)    (-0.593591,0)    (-0.579707,0)    (-0.566753,0)    (-0.554843,0)    (-0.544085,0)    (-0.534592,0)    (-0.526449,0)    (-0.519702,0)     (-0.51438,0)    (-0.510532,0)    (-0.508131,0)     (-0.50719,0)    (-0.507636,0)    (-0.509451,0)    (-0.512552,0)    (-0.516857,0)    (-0.522276,0)    (-0.528693,0)    (-0.535994,0)    (-0.544045,0)    (-0.552708,0)
   (-0.561869,0)    (-0.571331,0)    (-0.580974,0)    (-0.590648,0)    (-0.600196,0)    (-0.609507,0)    (-0.618432,0)    (-0.626835,0)    (-0.634588,0)    (-0.641587,0)    (-0.647766,0)    (-0.653001,0)    (-0.657245,0)    (-0.660438,0)    (-0.662523,0)    (-0.663465,0)    (-0.663292,0)    (-0.661995,0)    (-0.659583,0)     (-0.65609,0)    (-0.651576,0)    (-0.646102,0)    (-0.639765,0)    (-0.632643,0)    (-0.624839,0)    (-0.616453,0)    (-0.607611,0)    (-0.598456,0)     (-0.58913,0)    (-0.579741,0)    (-0.570419,0)    (-0.561333,0)
   (-0.552617,0)    (-0.544393,0)    (-0.536794,0)    (-0.529964,0)    (-0.524008,0)    (-0.519039,0)    (-0.515124,0)    (-0.512367,0)    (-0.510844,0)    (-0.510587,0)    (-0.511652,0)    (-0.514068,0)     (-0.51784,0)    (-0.522962,0)    (-0.529388,0)    (-0.537115,0)     (-0.54606,0)    (-0.556151,0)      (-0.5673,0)    (-0.579399,0)     (-0.59233,0)    (-0.605973,0)    (-0.620152,0)    (-0.634736,0)    (-0.649552,0)    (-0.664436,0)    (-0.679208,0)    (-0.693677,0)    (-0.707665,0)    (-0.720985,0)     (-0.73345,0)    (-0.744872,0)
   (-0.755068,0)    (-0.763851,0)    (-0.771056,0)    (-0.776535,0)    (-0.780118,0)    (-0.781684,0)    (-0.781104,0)    (-0.778272,0)     (-0.77309,0)    (-0.765471,0)    (-0.755355,0)     (-0.74269,0)    (-0.727467,0)    (-0.709665,0)    (-0.689275,0)    (-0.666343,0)    (-0.640903,0)    (-0.613028,0)    (-0.582811,0)    (-0.550314,0)     (-0.51567,0)    (-0.479015,0)    (-0.440479,0)    (-0.400204,0)    (-0.358358,0)    (-0.315138,0)    (-0.270701,0)    (-0.225254,0)    (-0.178996,0)    (-0.132106,0)   (-0.0848023,0)   (-0.0373129,0)
   (0.0102052,0)    (0.0575207,0)     (0.104424,0)      (0.15075,0)     (0.196298,0)     (0.240877,0)     (0.284337,0)     (0.326498,0)     (0.367216,0)     (0.406363,0)     (0.443793,0)     (0.479398,0)     (0.513067,0)      (0.54474,0)     (0.574325,0)     (0.601757,0)     (0.627032,0)     (0.650102,0)     (0.670942,0)     (0.689551,0)     (0.705944,0)     (0.720144,0)     (0.732234,0)     (0.742205,0)      (0.75015,0)     (0.756119,0)      (0.76021,0)     (0.762512,0)     (0.763106,0)     (0.762107,0)     (0.759609,0)     (0.755721,0)
     (0.75058,0)     (0.744267,0)     (0.736906,0)     (0.728658,0)     (0.719597,0)     (0.709857,0)     (0.699547,0)     (0.688784,0)     (0.677662,0)     (0.666301,0)     (0.654801,0)     (0.643245,0)     (0.631715,0)     (0.620332,0)     (0.609158,0)     (0.598263,0)     (0.587712,0)     (0.577577,0)     (0.567934,0)     (0.558805,0)     (0.550248,0)     (0.542303,0)     (0.535014,0)     (0.528389,0)     (0.522479,0)     (0.517284,0)     (0.512838,0)     (0.509163,0)     (0.506246,0)     (0.504119,0)     (0.502769,0)     (0.502187,0)
    (0.502396,0)     (0.503363,0)     (0.505084,0)      (0.50756,0)     (0.510755,0)     (0.514667,0)     (0.519299,0)     (0.524589,0)     (0.530528,0)      (0.53708,0)      (0.54422,0)     (0.551894,0)     (0.560092,0)     (0.568775,0)     (0.577877,0)     (0.587332,0)     (0.597118,0)     (0.607178,0)     (0.617452,0)     (0.627855,0)     (0.638324,0)     (0.648801,0)     (0.659205,0)     (0.669445,0)     (0.679452,0)      (0.68911,0)     (0.698352,0)     (0.707085,0)     (0.715215,0)     (0.722647,0)      (0.72928,0)      (0.73502,0)
    (0.739748,0)     (0.743385,0)     (0.745845,0)     (0.747009,0)     (0.746817,0)     (0.745183,0)        (0.742,0)     (0.737218,0)     (0.730749,0)     (0.722514,0)      (0.71249,0)     (0.700596,0)     (0.686824,0)     (0.671131,0)     (0.653506,0)     (0.633935,0)     (0.612421,0)      (0.58897,0)     (0.563618,0)     (0.536365,0)     (0.507284,0)     (0.476443,0)     (0.443887,0)     (0.409708,0)     (0.373957,0)     (0.336798,0)     (0.298275,0)     (0.258526,0)     (0.217702,0)     (0.175894,0)     (0.133252,0)    (0.0899282,0)
   (0.0460539,0)   (0.00177229,0)   (-0.0427492,0)   (-0.0873939,0)    (-0.131974,0)    (-0.176331,0)    (-0.220347,0)    (-0.263843,0)    (-0.306661,0)    (-0.348711,0)    (-0.389844,0)    (-0.429927,0)    (-0.468807,0)    (-0.506381,0)    (-0.542571,0)    (-0.577231,0)    (-0.610277,0)    (-0.641622,0)    (-0.671217,0)    (-0.698956,0)    (-0.724795,0)    (-0.748663,0)    (-0.770528,0)    (-0.790356,0)    (-0.808092,0)     (-0.82373,0)    (-0.837234,0)    (-0.848604,0)    (-0.857839,0)    (-0.864922,0)    (-0.869862,0)    (-0.872627,0)
